year,jday,plot,LAI,SE
1999,138,B4,2.78,0.04
1999,138,B5,2.54,0.07
1999,138,C1,2.61,0.09
1999,138,C2,2.82,0.06
1999,138,C3,3.27,0.07
1999,138,C4,3.9,0.06
1999,138,C5,2.96,0.05
1999,138,D1,2.34,0.02
1999,138,D2,2.48,0.05
1999,138,D3,2.45,0.02
1999,138,D4,3.45,0.15
1999,138,D5,2.72,0.05
1999,138,E1,2.7,0.12
1999,138,E2,2.71,0.04
1999,138,E3,2.45,0.03
1999,138,E4,3.83,0.04
1999,138,E5,4.8,0.07
1999,138,F1,3.65,0.11
1999,138,F2,3.87,0.02
1999,138,F3,3.69,0.11
1999,138,F4,2.95,0.03
1999,138,F5,3.62,0.18
1999,138,G1,3.09,0.01
1999,138,G2,4.87,0.06
1999,138,G3,1.45,0.01
1999,138,G4,2.16,0.17
1999,138,G5,4.17,0.26
1999,138,H1,3.58,0.12
1999,138,H2,4.77,0.02
1999,138,H3,1.03,0.04
1999,138,H4,0.5,0.03
1999,138,H5,4.78,0.04
1999,145,A1,3.46,0.04
1999,145,A2,3.47,0.05
1999,145,A3,3.57,0.09
1999,145,A4,3.8,0.05
1999,145,A5,3.57,0.04
1999,145,B1,3.74,0.14
1999,145,B2,3.77,0.08
1999,145,B3,3.98,0.09
1999,145,B4,3.78,0.05
1999,145,B5,3.2,0.03
1999,145,C1,3.57,0.06
1999,145,C2,3.74,0.06
1999,145,C3,4.24,0.06
1999,145,C4,4.68,0.06
1999,145,C5,3.9,0.13
1999,145,D1,3.24,0.02
1999,145,D2,3.43,0.06
1999,145,D3,3.13,0.04
1999,145,D4,4.25,0.16
1999,145,D5,3.69,0.11
1999,145,E1,3.52,0.12
1999,145,E2,3.3,0.06
1999,145,E3,3.28,0.01
1999,145,E4,4.74,0.01
1999,145,E5,5.41,0.08
1999,145,F1,4.42,0.11
1999,145,F2,4.76,0.15
1999,145,F3,5.03,0.09
1999,145,F4,4,0.03
1999,145,F5,4.34,0.24
1999,145,G1,3.56,0.02
1999,145,G2,5.53,0.07
1999,145,G3,1.86,0.03
1999,145,G4,2.82,0.28
1999,145,G5,5.05,0.24
1999,145,H1,4.62,0.16
1999,145,H2,5.41,0.05
1999,145,H3,1.37,0.07
1999,145,H4,0.66,0.02
1999,145,H5,5.47,0.05
1999,145,X1,4.23,0.11
1999,145,X2,5.23,0.12
1999,145,X3,5.35,0.06
1999,145,X4,5.57,0.08
1999,145,X5,4.65,0.19
1999,145,X6,4.66,0.12
1999,167,A1,4.25,0.03
1999,167,A2,4.1,0.08
1999,167,A3,4.19,0.12
1999,167,A4,4.52,0.07
1999,167,A5,4.33,0.05
1999,167,B1,4.72,0.09
1999,167,B2,4.55,0.11
1999,167,B3,4.83,0.11
1999,167,B4,4.62,0.09
1999,167,B5,4.11,0.08
1999,167,C1,4.38,0.12
1999,167,C2,4.68,0.1
1999,167,C3,5.2,0.07
1999,167,C4,5.59,0.07
1999,167,C5,4.85,0.17
1999,167,D1,4.13,0.03
1999,167,D2,4.26,0.05
1999,167,D3,3.67,0.1
1999,167,D4,5.64,0.25
1999,167,D5,4.49,0.19
1999,167,E1,4.47,0.19
1999,167,E2,4.03,0.07
1999,167,E3,3.97,0.02
1999,167,E4,5.56,0.03
1999,167,E5,6.09,0.15
1999,167,F1,4.8,0.19
1999,167,F2,5.81,0.17
1999,167,F3,6.06,0.25
1999,167,F4,4.76,0.03
1999,167,F5,5.37,0.24
1999,167,G1,3.78,0.02
1999,167,G2,6.5,0.06
1999,167,G3,3.56,0.32
1999,167,G4,2.18,0.02
1999,167,G5,6.28,0.13
1999,167,H1,5.36,0.2
1999,167,H2,6.3,0.06
1999,167,H3,1.88,0.2
1999,167,H4,0.74,0.05
1999,167,H5,6.55,0.05
1999,222,A1,4.01,0.05
1999,222,A2,3.85,0.09
1999,222,A3,4.01,0.07
1999,222,A4,4.41,0.07
1999,222,A5,4.11,0.02
1999,222,B1,4.35,0.12
1999,222,B2,4.4,0.09
1999,222,B3,4.57,0.1
1999,222,B4,4.56,0.11
1999,222,B5,3.8,0.07
1999,222,C1,4.13,0.17
1999,222,C2,4.58,0.12
1999,222,C3,5.17,0.08
1999,222,C4,5.48,0.08
1999,222,C5,4.71,0.08
1999,222,D1,3.92,0.02
1999,222,D2,4.12,0.09
1999,222,D3,3.65,0.1
1999,222,D4,4.88,0.14
1999,222,D5,4.23,0.11
1999,222,E1,4.4,0.17
1999,222,E2,3.88,0.06
1999,222,E3,3.73,0.03
1999,222,E4,5.58,0.03
1999,222,E5,6.01,0.1
1999,222,F1,4.83,0.13
1999,222,F2,5.65,0.1
1999,222,F3,5.47,0.2
1999,222,F4,4.77,0.03
1999,222,F5,5.24,0.26
1999,222,G1,3.86,0.03
1999,222,G2,6.41,0.05
1999,222,G3,2.35,0.04
1999,222,G4,3.31,0.52
1999,222,G5,5.94,0.16
1999,222,H1,5.37,0.21
1999,222,H2,6.18,0.04
1999,222,H3,1.91,0.09
1999,222,H4,0.81,0.05
1999,222,H5,6.32,0.04
1999,222,X1,5.2,0.21
1999,222,X2,5.92,0.18
1999,222,X3,6.03,0.08
1999,222,X4,6.05,0.09
1999,222,X5,5.66,0.14
1999,222,X6,5.32,0.23
1999,278,A1,3.46,0.03
1999,278,A2,3.46,0.06
1999,278,A3,3.47,0.07
1999,278,A4,3.73,0.08
1999,278,A5,3.5,0.04
1999,278,B1,3.74,0.08
1999,278,B2,3.6,0.1
1999,278,B3,3.83,0.06
1999,278,B4,3.69,0.08
1999,278,B5,3.31,0.07
1999,278,C1,3.5,0.1
1999,278,C2,3.79,0.08
1999,278,C3,4,0.05
1999,278,C4,4.76,0.09
1999,278,C5,4.01,0.16
1999,278,D1,3.3,0.03
1999,278,D2,3.43,0.06
1999,278,D3,3.08,0.1
1999,278,D4,3.85,0.21
1999,278,D5,3.85,0.18
1999,278,E1,3.83,0.12
1999,278,E2,3.36,0.05
1999,278,E3,3.36,0.02
1999,278,E4,4.83,0.02
1999,278,E5,5.54,0.1
1999,278,F1,4.11,0.14
1999,278,F2,4.3,0.08
1999,278,F3,4.76,0.12
1999,278,F4,4.05,0.02
1999,278,F5,4.65,0.27
1999,278,G1,3.36,0.03
1999,278,G2,5.63,0.05
1999,278,G3,2.08,0.07
1999,278,G4,2.13,0.13
1999,278,G5,5.61,0.22
1999,278,H1,4.96,0.25
1999,278,H2,5.51,0.04
1999,278,H3,1.43,0.07
1999,278,H4,0.65,0.04
1999,278,H5,5.88,0.04
1999,278,X1,4.47,0.22
1999,278,X2,5.31,0.17
1999,278,X3,5.25,0.06
1999,278,X4,5.26,0.08
1999,278,X5,5.16,0.14
1999,278,X6,4.96,0.23
1999,294,A1,1.8,0.03
1999,294,A2,2.23,0.04
1999,294,A3,2.19,0.07
1999,294,A4,2.47,0.1
1999,294,A5,2.52,0.01
1999,294,B1,2.04,0.07
1999,294,B2,1.72,0.06
1999,294,B3,2.2,0.04
1999,294,B4,2.23,0.03
1999,294,B5,2.07,0.04
1999,294,C1,2.27,0.03
1999,294,C2,2.34,0.07
1999,294,C3,1.68,0.04
1999,294,C4,3.5,0.03
1999,294,C5,2.18,0.12
1999,294,D1,2.24,0.02
1999,294,D2,1.85,0.04
1999,294,D3,1.73,0.06
1999,294,D4,1.73,0.05
1999,294,D5,1.56,0.06
1999,294,E1,2.14,0.12
1999,294,E2,2.07,0.01
1999,294,E3,2.27,0.03
1999,294,E4,3.56,0.04
1999,294,E5,4.73,0.05
1999,294,F1,3.5,0.12
1999,294,F2,2.42,0.09
1999,294,F3,2.65,0.14
1999,294,F4,2.98,0.02
1999,294,F5,3.47,0.21
1999,294,G1,3.21,0.04
1999,294,G2,4.52,0.1
1999,294,G3,1.34,0.07
1999,294,G4,1.39,0.02
1999,294,G5,4.7,0.29
1999,294,H1,4.2,0.2
1999,294,H2,4.63,0.14
1999,294,H3,0.88,0.04
1999,294,H4,0.44,0.01
1999,294,H5,4.77,0.09
1999,294,X1,3.54,0.19
1999,294,X2,4.04,0.12
1999,294,X3,3.85,0.07
1999,294,X4,4.14,0.05
1999,294,X5,3.75,0.09
1999,294,X6,3.68,0.19
2005,209,A1,5.25,0.07
2005,209,A2,5.04,0.09
2005,209,A3,5.09,0.12
2005,209,A4,4.19,0.25
2005,209,A5,3.3,0.2
2005,209,B1,5.75,0.19
2005,209,B2,5.07,0.08
2005,209,B3,5.16,0.07
2005,209,B4,4.82,0.08
2005,209,B5,3.93,0.06
2005,209,C1,5.26,0.08
2005,209,C2,4.98,0.1
2005,209,C3,5.62,0.07
2005,209,C4,5.61,0.06
2005,209,C5,5.36,0.16
2005,209,D1,4.68,0.05
2005,209,D2,4.87,0.01
2005,209,D3,4.54,0.07
2005,209,D4,6.02,0.21
2005,209,D5,4.71,0.12
2005,209,E1,5.21,0.09
2005,209,E2,4.37,0.04
2005,209,E3,4.46,0.07
2005,209,E4,5.63,0.03
2005,209,E5,6.23,0.07
2005,209,F1,5.3,0.27
2005,209,F2,6.03,0.07
2005,209,F3,6.18,0.05
2005,209,F4,5.02,0.06
2005,209,F5,5.45,0.15
2005,209,G1,4.48,0.09
2005,209,G2,6.63,0.06
2005,209,G5,6.64,0.11
2005,209,H1,6.14,0.29
2005,209,H2,6.31,0.06
2005,209,H5,6.64,0.06
2005,209,X1,3.94,0.19
2005,209,X2,3.83,0.15
2005,209,X3,3.58,0.08
2005,234,A1,5.01,0.09
2005,234,A2,4.95,0.08
2005,234,A3,4.98,0.12
2005,234,A4,4.39,0.21
2005,234,A5,3.51,0.3
2005,234,B1,5.6,0.13
2005,234,B2,5.1,0.14
2005,234,B3,5.24,0.15
2005,234,B4,4.91,0.11
2005,234,B5,3.81,0.07
2005,234,C1,5.1,0.09
2005,234,C2,5,0.12
2005,234,C3,5.64,0.03
2005,234,C4,5.54,0.05
2005,234,C5,5.63,0.08
2005,234,D1,4.62,0.03
2005,234,D2,4.81,0.06
2005,234,D3,4.5,0.09
2005,234,D4,5.96,0.2
2005,234,D5,4.77,0.11
2005,234,E1,5.19,0.13
2005,234,E2,4.33,0.07
2005,234,E3,4.41,0.03
2005,234,E4,5.71,0.03
2005,234,E5,6.39,0.1
2005,234,F1,5.84,0.23
2005,234,F2,5.75,0.08
2005,234,F3,6.83,0.19
2005,234,F4,5.39,0.06
2005,234,F5,5.26,0.11
2005,234,G1,4.67,0.07
2005,234,G2,6.79,0.13
2005,234,G5,7.1,0.06
2005,234,H1,6.48,0.27
2005,234,H2,6.59,0.03
2005,234,H5,6.98,0.05
2005,234,X1,4.37,0.29
2005,234,X2,3.89,0.29
2005,234,X3,3.99,0.14
2005,234,X5,4.6,0.31
2005,234,X6,5.09,0.31
2005,270,A1,4.75,0.11
2005,270,A2,4.57,0.12
2005,270,A3,4.64,0.09
2005,270,B1,5.09,0.17
2005,270,B2,4.59,0.11
2005,270,B3,4.77,0.06
2005,270,B4,4.45,0.1
2005,270,C1,4.81,0.12
2005,270,C2,4.47,0.12
2005,270,C3,5.24,0.06
2005,270,C4,5.13,0.06
2005,270,C5,5.11,0.1
2005,270,D1,4.25,0.06
2005,270,D2,4.54,0.04
2005,270,D3,4.25,0.08
2005,270,D4,5.06,0.17
2005,270,D5,4.39,0.1
2005,270,E1,4.88,0.1
2005,270,E2,4.26,0.08
2005,270,E3,4.35,0.04
2005,270,E4,5.38,0.03
2005,270,E5,6.13,0.06
2005,270,F1,5.62,0.27
2005,270,F2,5.43,0.04
2005,270,F3,5.93,0.05
2005,270,F4,5.02,0.05
2005,270,F5,5.03,0.14
2005,270,G1,4.59,0.07
2005,270,G2,6.29,0.02
2005,270,G5,6.57,0.08
2005,270,H1,5.84,0.17
2005,270,H2,6.25,0.03
2005,270,H5,6.49,0.04
2005,354,A1,0.84,0
2005,354,A2,1.02,0.06
2005,354,A3,0.87,0.03
2005,354,A4,0.71,0.02
2005,354,A5,0.76,0.02
2005,354,B1,1.01,0.05
2005,354,B2,0.96,0.06
2005,354,B3,0.96,0.03
2005,354,B4,0.86,0
2005,354,B5,0.59,0.02
2005,354,C1,1.01,0.02
2005,354,C2,1.11,0.05
2005,354,C3,1.13,0.03
2005,354,C4,1.78,0.03
2005,354,C5,0.8,0.02
2005,354,D1,1.22,0.04
2005,354,D2,0.91,0
2005,354,D3,0.85,0
2005,354,D4,0.99,0.01
2005,354,D5,0.8,0
2005,354,E1,1.55,0.09
2005,354,E2,1.49,0.02
2005,354,E3,1.1,0.02
2005,354,E4,2.21,0.03
2005,354,E5,3.76,0.09
2005,354,F1,3.15,0.26
2005,354,F2,1.82,0.02
2005,354,F3,1.82,0.07
2005,354,F4,1.77,0.03
2005,354,F5,2.24,0.13
2005,354,G1,2.74,0.09
2005,354,G2,4.07,0.07
2005,354,G5,3.6,0.1
2005,354,H1,3.23,0.28
2005,354,H2,4.22,0.04
2005,354,H5,3.88,0.04
2005,354,X1,1.48,0.12
2005,354,X2,2.13,0.13
2005,354,X3,2.46,0.15
2005,354,X5,2.65,0.21
2005,354,X6,2.61,0.2
2006,107,A1,0.88,0.02
2006,107,A2,1.09,0.12
2006,107,A3,0.96,0.03
2006,107,A4,0.78,0.03
2006,107,A5,0.88,0.03
2006,107,B1,0.99,0.06
2006,107,B2,0.98,0.03
2006,107,B3,1.01,0.06
2006,107,B4,0.89,0.01
2006,107,B5,0.62,0.01
2006,107,C1,1.02,0.03
2006,107,C2,1.11,0.06
2006,107,C3,1.17,0.04
2006,107,C4,1.72,0.04
2006,107,C5,0.84,0.01
2006,107,D1,1.08,0.04
2006,107,D2,0.86,0.01
2006,107,D3,0.88,0.02
2006,107,D4,1.03,0.04
2006,107,D5,0.84,0.01
2006,107,E1,1.48,0.08
2006,107,E2,1.35,0.03
2006,107,E3,0.97,0.02
2006,107,E4,2.11,0.03
2006,107,E5,3.54,0.08
2006,107,F1,3.03,0.26
2006,107,F2,1.9,0.04
2006,107,F3,1.75,0.07
2006,107,F4,1.63,0.02
2006,107,F5,2.2,0.13
2006,107,G1,2.56,0.12
2006,107,G2,3.97,0.07
2006,107,G5,3.42,0.08
2006,107,H1,2.78,0.28
2006,107,H2,3.89,0.04
2006,107,H5,3.71,0.04
2006,107,X1,1.63,0.16
2006,107,X2,2.33,0.2
2006,107,X3,2.41,0.16
2006,107,X5,2.7,0.19
2006,107,X6,2.69,0.24
2006,124,A1,1,0.02
2006,124,A2,1.22,0.1
2006,124,A3,1.14,0.03
2006,124,A4,0.93,0.03
2006,124,A5,0.95,0.09
2006,124,B1,1.24,0.05
2006,124,B2,1.12,0.04
2006,124,B3,1.1,0.03
2006,124,B4,1.05,0
2006,124,B5,0.75,0.02
2006,124,C1,1.17,0.03
2006,124,C2,1.28,0.05
2006,124,C3,1.31,0.03
2006,124,C4,1.86,0.03
2006,124,C5,1,0.03
2006,124,D1,1.3,0.02
2006,124,D2,1.03,0.01
2006,124,D3,1.03,0.02
2006,124,D4,1.24,0
2006,124,D5,1.04,0
2006,124,E1,1.56,0.07
2006,124,E2,1.43,0.02
2006,124,E3,1.08,0.01
2006,124,E4,2.26,0.02
2006,124,E5,3.75,0.07
2006,124,F1,3.2,0.25
2006,124,F2,1.84,0.04
2006,124,F3,1.97,0.06
2006,124,F4,1.76,0.03
2006,124,F5,2.23,0.11
2006,124,G1,2.61,0.07
2006,124,G2,4,0.05
2006,124,G4,0.84,0.09
2006,124,G5,3.63,0.05
2006,124,H1,3.04,0.26
2006,124,H2,4.1,0.04
2006,124,H5,3.81,0.05
2006,124,X1,1.39,0.12
2006,124,X2,2.26,0.18
2006,124,X3,2.57,0.15
2006,124,X5,3.13,0.23
2006,124,X6,2.34,0.32
2006,137,A1,1.66,0.04
2006,137,A2,1.81,0.11
2006,137,A3,1.82,0.06
2006,137,A4,1.75,0.1
2006,137,A5,1.4,0.08
2006,137,B1,1.99,0.08
2006,137,B2,1.65,0.06
2006,137,B3,1.7,0.05
2006,137,B4,1.76,0.03
2006,137,B5,1.18,0.04
2006,137,C1,1.87,0.04
2006,137,C2,1.77,0.06
2006,137,C3,2,0.03
2006,137,C4,2.37,0.04
2006,137,C5,1.81,0.02
2006,137,D1,1.49,0.05
2006,137,D2,1.47,0.01
2006,137,D3,1.55,0.01
2006,137,D4,2.08,0.05
2006,137,D5,1.65,0.01
2006,137,E1,2.08,0.1
2006,137,E2,1.83,0.03
2006,137,E3,1.63,0.02
2006,137,E4,2.77,0.04
2006,137,E5,4.13,0.09
2006,137,F1,3.69,0.27
2006,137,F2,2.4,0.03
2006,137,F3,2.79,0.05
2006,137,F4,2.19,0.03
2006,137,F5,2.63,0.13
2006,137,G1,2.98,0.06
2006,137,G2,4.39,0.05
2006,137,G4,1.03,0.12
2006,137,G5,3.99,0.08
2006,137,H1,3.6,0.27
2006,137,H2,4.45,0.04
2006,137,H5,4.19,0.04
2006,137,PAR,1.77,0.03
2006,137,X1,1.93,0.13
2006,137,X2,2.65,0.16
2006,137,X3,2.88,0.19
2006,137,X5,3.28,0.27
2006,137,X6,2.96,0.33
2006,145,A1,2.51,0.05
2006,145,A2,2.59,0.1
2006,145,A3,2.66,0.09
2006,145,A4,2.86,0.13
2006,145,A5,2.16,0.13
2006,145,B1,3.04,0.12
2006,145,B2,2.47,0.08
2006,145,B3,2.58,0.03
2006,145,B4,2.73,0.06
2006,145,B5,1.82,0.04
2006,145,C1,2.64,0.05
2006,145,C2,2.61,0.07
2006,145,C3,3.06,0.03
2006,145,C4,3.09,0.05
2006,145,C5,3.23,0.04
2006,145,D1,2.18,0.04
2006,145,D2,2.17,0.02
2006,145,D3,2.41,0.02
2006,145,D4,3.14,0.08
2006,145,D5,2.55,0.03
2006,145,E1,2.79,0.09
2006,145,E2,2.39,0.03
2006,145,E3,2.17,0.03
2006,145,E4,3.17,0.02
2006,145,E5,4.54,0.09
2006,145,F1,4.32,0.25
2006,145,F2,3.23,0.04
2006,145,F3,3.8,0.05
2006,145,F4,2.82,0.03
2006,145,F5,3.02,0.12
2006,145,G1,3.52,0.07
2006,145,G2,4.91,0.06
2006,145,G4,1.41,0.12
2006,145,G5,4.7,0.06
2006,145,H1,4.23,0.23
2006,145,H2,4.82,0.04
2006,145,H5,4.75,0.05
2006,145,PAR,2.84,0.06
2006,145,X1,2.54,0.16
2006,145,X2,3.2,0.22
2006,145,X3,3.36,0.19
2006,145,X5,3.56,0.24
2006,145,X6,3.86,0.31
2006,172,A1,4.36,0.11
2006,172,A2,4.2,0.1
2006,172,A3,4.2,0.11
2006,172,A4,4.16,0.17
2006,172,A5,3.25,0.18
2006,172,B1,5.07,0.18
2006,172,B2,4.34,0.1
2006,172,B3,4.36,0.07
2006,172,B4,4.31,0.12
2006,172,B5,3.36,0.07
2006,172,C1,4.39,0.07
2006,172,C2,4.23,0.07
2006,172,C3,5.06,0.05
2006,172,C4,4.77,0.06
2006,172,C5,5.2,0.03
2006,172,D1,3.82,0.07
2006,172,D2,4.01,0.04
2006,172,D3,3.89,0.08
2006,172,D4,5.19,0.18
2006,172,D5,4.19,0.08
2006,172,E1,4.56,0.07
2006,172,E2,3.72,0.06
2006,172,E3,3.68,0.04
2006,172,E4,4.71,0.04
2006,172,E5,5.72,0.12
2006,172,F1,5.38,0.28
2006,172,F2,5.21,0.05
2006,172,F3,5.89,0.06
2006,172,F4,4.47,0.04
2006,172,F5,4.65,0.16
2006,172,G1,4.34,0.09
2006,172,G2,6.23,0.05
2006,172,G4,1.85,0.16
2006,172,G5,6.33,0.1
2006,172,H1,5.95,0.3
2006,172,H2,6.07,0.04
2006,172,H5,6.38,0.06
2006,172,PAR,4.9,0.08
2006,172,X1,3.69,0.24
2006,172,X2,3.96,0.34
2006,172,X3,4.16,0.22
2006,172,X5,4.71,0.31
2006,172,X6,5.02,0.39
2006,186,A1,4.48,0.08
2006,186,A2,4.17,0.09
2006,186,A3,4.19,0.11
2006,186,A4,4.06,0.18
2006,186,A5,3.25,0.24
2006,186,B1,4.92,0.15
2006,186,B2,4.3,0.12
2006,186,B3,4.56,0.12
2006,186,B4,4.41,0.13
2006,186,B5,3.44,0.08
2006,186,C1,4.45,0.09
2006,186,C2,4.13,0.08
2006,186,C3,5.25,0.03
2006,186,C4,4.78,0.05
2006,186,C5,5.06,0.1
2006,186,D1,3.94,0.05
2006,186,D2,4.08,0.04
2006,186,D3,4.05,0.08
2006,186,D4,5.32,0.21
2006,186,D5,4.24,0.09
2006,186,E1,4.86,0.12
2006,186,E2,3.85,0.05
2006,186,E3,3.78,0.05
2006,186,E4,4.93,0.06
2006,186,E5,5.99,0.1
2006,186,F1,5.65,0.29
2006,186,F2,5.4,0.06
2006,186,F3,6.33,0.26
2006,186,F4,4.68,0.06
2006,186,F5,4.68,0.11
2006,186,G1,4.42,0.09
2006,186,G2,6.53,0.08
2006,186,G4,2.18,0.23
2006,186,G5,6.58,0.06
2006,186,H1,5.98,0.3
2006,186,H2,6.13,0.03
2006,186,H5,6.58,0.06
2006,186,PAR,4.97,0.03
2006,186,X1,3.94,0.28
2006,186,X2,3.99,0.26
2006,186,X3,4.1,0.18
2006,186,X5,4.67,0.36
2006,186,X6,5.07,0.39
2006,198,A1,4.59,0.11
2006,198,A2,4.33,0.11
2006,198,A3,4.35,0.1
2006,198,A4,4.14,0.2
2006,198,A5,3.19,0.23
2006,198,B1,5.12,0.18
2006,198,B2,4.42,0.13
2006,198,B3,4.52,0.09
2006,198,B4,4.48,0.14
2006,198,B5,3.43,0.08
2006,198,C1,4.54,0.09
2006,198,C2,4.36,0.12
2006,198,C3,5.27,0.05
2006,198,C4,4.72,0.03
2006,198,C5,5.2,0.09
2006,198,D1,4.05,0.05
2006,198,D2,4.2,0.04
2006,198,D3,4.11,0.08
2006,198,D4,5.35,0.21
2006,198,D5,4.33,0.14
2006,198,E1,4.86,0.11
2006,198,E2,3.98,0.06
2006,198,E3,3.91,0.02
2006,198,E4,4.99,0.05
2006,198,E5,6.03,0.08
2006,198,F1,5.63,0.29
2006,198,F2,5.43,0.07
2006,198,F3,6.38,0.24
2006,198,F4,4.76,0.03
2006,198,F5,4.73,0.12
2006,198,G1,4.49,0.06
2006,198,G2,6.56,0.06
2006,198,G4,2.27,0.22
2006,198,G5,6.86,0.13
2006,198,H1,6.07,0.3
2006,198,H2,6.27,0.04
2006,198,H5,6.66,0.06
2006,198,PAR,5.03,0.01
2006,198,X1,3.67,0.21
2006,198,X2,3.92,0.26
2006,198,X3,3.96,0.23
2006,198,X5,4.87,0.3
2006,198,X6,5.18,0.39
2006,234,A1,4.32,0.07
2006,234,A2,4.22,0.11
2006,234,A3,4.27,0.12
2006,234,A4,3.99,0.14
2006,234,A5,3.12,0.2
2006,234,B1,4.89,0.16
2006,234,B2,4.34,0.13
2006,234,B3,4.34,0.06
2006,234,B4,4.29,0.11
2006,234,B5,3.36,0.08
2006,234,C1,4.4,0.08
2006,234,C2,4.16,0.09
2006,234,C3,5.09,0.03
2006,234,C4,4.59,0.07
2006,234,C5,5.06,0.04
2006,234,D1,3.88,0.06
2006,234,D2,4.1,0.04
2006,234,D3,3.97,0.03
2006,234,D4,5.21,0.2
2006,234,D5,4.12,0.09
2006,234,E1,4.76,0.11
2006,234,E2,3.87,0.05
2006,234,E3,3.82,0.04
2006,234,E4,4.86,0.03
2006,234,E5,5.93,0.12
2006,234,F1,5.46,0.29
2006,234,F2,5.22,0.07
2006,234,F3,5.96,0.05
2006,234,F4,4.63,0.05
2006,234,F5,4.72,0.15
2006,234,G1,4.47,0.08
2006,234,G2,6.09,0.08
2006,234,G4,1.8,0.14
2006,234,G5,6.38,0.07
2006,234,H1,5.79,0.26
2006,234,H2,6.04,0.04
2006,234,H5,6.38,0.04
2006,234,PAR,4.87,0.04
2006,234,X1,3.57,0.18
2006,234,X2,3.68,0.3
2006,234,X3,4.08,0.22
2006,234,X5,4.63,0.33
2006,234,X6,4.9,0.39
2006,276,A1,3.29,0.08
2006,276,A2,3.39,0.11
2006,276,A3,3.36,0.07
2006,276,A4,3.55,0.16
2006,276,A5,2.72,0.17
2006,276,B1,3.56,0.14
2006,276,B2,3.28,0.08
2006,276,B3,3.59,0.05
2006,276,B4,3.34,0.12
2006,276,B5,2.91,0.06
2006,276,C1,3.36,0.05
2006,276,C2,3.16,0.08
2006,276,C3,3.65,0.04
2006,276,C4,4.05,0.03
2006,276,C5,4.1,0.05
2006,276,D1,3,0.04
2006,276,D2,3.14,0.05
2006,276,D3,3.19,0.03
2006,276,D4,3.37,0.15
2006,276,D5,3.23,0.04
2006,276,E1,3.5,0.08
2006,276,E2,3.01,0.03
2006,276,E3,2.88,0.03
2006,276,E4,3.92,0.03
2006,276,E5,5.08,0.1
2006,276,F1,4.65,0.35
2006,276,F2,4.15,0.03
2006,276,F3,4.88,0.01
2006,276,F4,4,0.03
2006,276,F5,4.16,0.15
2006,276,G1,3.92,0.08
2006,276,G2,5.47,0.06
2006,276,G4,1.32,0.09
2006,276,G5,5.76,0.07
2006,276,H1,4.8,0.24
2006,276,H2,5.52,0.04
2006,276,H5,5.7,0.04
2006,276,PAR,3.96,0.05
2006,276,X1,3.15,0.2
2006,276,X2,3.38,0.25
2006,276,X3,3.54,0.19
2006,276,X5,4.06,0.31
2006,276,X6,4.41,0.33
2006,289,A1,2.24,0.04
2006,289,A2,2.84,0.09
2006,289,A3,2.52,0.05
2006,289,A4,3.02,0.18
2006,289,A5,2.01,0.13
2006,289,B1,2.57,0.13
2006,289,B2,2.13,0.07
2006,289,B3,2.62,0.04
2006,289,B4,2.27,0.07
2006,289,B5,2.14,0.06
2006,289,C1,2.7,0.03
2006,289,C2,2.52,0.07
2006,289,C3,2.12,0.03
2006,289,C4,3.36,0.05
2006,289,C5,2.75,0.12
2006,289,D1,2.58,0.05
2006,289,D2,2.2,0.03
2006,289,D3,2.12,0.03
2006,289,D4,1.54,0.02
2006,289,D5,1.82,0.03
2006,289,E1,2.77,0.08
2006,289,E2,2.27,0.03
2006,289,E3,2.36,0.04
2006,289,E4,3.4,0.02
2006,289,E5,4.75,0.11
2006,289,F1,3.79,0.36
2006,289,F2,2.72,0.03
2006,289,F3,3.41,0.07
2006,289,F4,3.09,0.02
2006,289,F5,3.25,0.13
2006,289,G1,3.43,0.1
2006,289,G2,4.75,0.08
2006,289,G4,1.17,0.06
2006,289,G5,4.93,0.08
2006,289,H1,4.55,0.27
2006,289,H2,5.06,0.05
2006,289,H5,4.93,0.07
2006,289,PAR,3.41,0.11
2006,289,X1,2.86,0.25
2006,289,X2,3.46,0.27
2006,289,X3,3.16,0.17
2006,289,X5,3.55,0.31
2006,289,X6,3.83,0.27
2006,303,A1,1.3,0.02
2006,303,A2,1.51,0.1
2006,303,A3,1.37,0.03
2006,303,A4,1.63,0.1
2006,303,A5,1.03,0.08
2006,303,B1,1.44,0.05
2006,303,B2,1.4,0.07
2006,303,B3,1.65,0.05
2006,303,B4,1.22,0.03
2006,303,B5,0.94,0.02
2006,303,C1,1.55,0.03
2006,303,C2,1.59,0.05
2006,303,C3,1.45,0.02
2006,303,C4,2.28,0.04
2006,303,C5,1.25,0.02
2006,303,D1,1.67,0.04
2006,303,D2,1.41,0.02
2006,303,D3,1.34,0.05
2006,303,D4,1.12,0.01
2006,303,D5,1.11,0
2006,303,E1,1.83,0.07
2006,303,E2,1.69,0.02
2006,303,E3,1.35,0.01
2006,303,E4,2.38,0.03
2006,303,E5,4.15,0.1
2006,303,F1,3.37,0.31
2006,303,F2,1.96,0.02
2006,303,F3,2.05,0.07
2006,303,F4,2.06,0.02
2006,303,F5,2.39,0.14
2006,303,G1,2.91,0.09
2006,303,G2,4.18,0.05
2006,303,G4,0.83,0.06
2006,303,G5,3.98,0.09
2006,303,H1,3.64,0.27
2006,303,H2,4.32,0.05
2006,303,H5,4.08,0.05
2006,303,PAR,2.86,0.17
