,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR,time,i,Height,Growth,DBH,CR
399,399,ACSA,29.9851,1.21788,121.268,9.99,399,BEAL,29.8512,0.681324,83.5021,9.1017289,399,ACRU,29.9868,2.06187,121.993,9.99,399,BELE,29.5588,0.805912,66.2441,7.2206069,399,BEPA,29.2167,0.580598,57.1328,6.2274752,399,FAGR,28.1252,0.520598,77.1689,9.99,399,FRAM,29.994,2.50283,151.13,9.99,399,PIAB,28.1597,1.23009,112.818,9.99,399,PIRE,29.966,2.98277,202.059,9.99,399,PIST,29.9594,3.00543,196.77,9.99,399,PRSE,29.6227,0.646547,96.222,9.99,399,QURU,29.5713,1.14123,100.049,9.99,399,TSCA,29.0665,2.12497,140.712,9.99
400,400,ACSA,29.9853,1.21567,121.512,9.99,400,BEAL,29.8525,0.68034,83.6382,9.1165638,400,ACRU,29.9872,2.06187,122.406,9.99,400,BELE,29.5632,0.804737,66.4051,7.2381559,400,BEPA,29.2224,0.579212,57.2487,6.2401083,400,FAGR,28.132,0.51896,77.2727,9.99,400,FRAM,29.9941,2.50282,151.631,9.99,400,PIAB,28.1707,1.22809,113.064,9.99,400,PIRE,29.9666,2.98025,202.655,9.99,400,PIST,29.9602,3.00283,197.371,9.99,400,PRSE,29.6249,0.644658,96.3509,9.99,400,QURU,29.5753,1.13898,100.277,9.99,400,TSCA,29.0761,2.12497,141.137,9.99
401,401,ACSA,29.9855,1.21347,121.754,9.99,401,BEAL,29.8538,0.679359,83.7741,9.1313769,401,ACRU,29.9875,2.06187,122.818,9.99,401,BELE,29.5676,0.803567,66.5658,7.2556722,401,BEPA,29.228,0.577834,57.3642,6.2526978,401,FAGR,28.1389,0.517333,77.3762,9.99,401,FRAM,29.9943,2.50282,152.132,9.99,401,PIAB,28.1816,1.22609,113.309,9.99,401,PIRE,29.9673,2.97774,203.25,9.99,401,PIST,29.961,3.00024,197.971,9.99,401,PRSE,29.6271,0.64278,96.4795,9.99,401,QURU,29.5794,1.13673,100.504,9.99,401,TSCA,29.0856,2.12497,141.562,9.99
402,402,ACSA,29.9857,1.21129,121.996,9.99,402,BEAL,29.855,0.678382,83.9097,9.1461573,402,ACRU,29.9878,2.06187,123.231,9.99,402,BELE,29.572,0.802402,66.7263,7.2731667,402,BEPA,29.2336,0.576464,57.4795,6.2652655,402,FAGR,28.1456,0.515716,77.4793,9.99,402,FRAM,29.9944,2.50281,152.632,9.99,402,PIAB,28.1924,1.22411,113.554,9.99,402,PIRE,29.9679,2.97523,203.846,9.99,402,PIST,29.9618,2.99765,198.57,9.99,402,PRSE,29.6292,0.640914,96.6076,9.99,402,QURU,29.5834,1.1345,100.731,9.99,402,TSCA,29.095,2.12497,141.987,9.99
403,403,ACSA,29.9859,1.20911,122.238,9.99,403,BEAL,29.8563,0.677409,84.0452,9.1609268,403,ACRU,29.9881,2.06187,123.643,9.99,403,BELE,29.5763,0.80124,66.8865,7.2906285,403,BEPA,29.2391,0.575101,57.5945,6.2778005,403,FAGR,28.1523,0.514109,77.5822,9.99,403,FRAM,29.9946,2.50281,153.133,9.99,403,PIAB,28.2031,1.22213,113.799,9.99,403,PIRE,29.9686,2.97274,204.44,9.99,403,PIST,29.9625,2.99508,199.169,9.99,403,PRSE,29.6314,0.63906,96.7355,9.99,403,QURU,29.5873,1.13228,100.958,9.99,403,TSCA,29.1044,2.12497,142.412,9.99
404,404,ACSA,29.9861,1.20694,122.48,9.99,404,BEAL,29.8575,0.676439,84.1805,9.1756745,404,ACRU,29.9884,2.06187,124.055,9.99,404,BELE,29.5805,0.800084,67.0465,7.3080685,404,BEPA,29.2446,0.573745,57.7093,6.2903137,404,FAGR,28.159,0.512513,77.6847,9.99,404,FRAM,29.9947,2.5028,153.633,9.99,404,PIAB,28.2138,1.22016,114.043,9.99,404,PIRE,29.9692,2.97026,205.034,9.99,404,PIST,29.9633,2.99252,199.768,9.99,404,PRSE,29.6335,0.637216,96.8629,9.99,404,QURU,29.5912,1.13007,101.184,9.99,404,TSCA,29.1136,2.12497,142.837,9.99
405,405,ACSA,29.9864,1.20478,122.721,9.99,405,BEAL,29.8587,0.675473,84.3156,9.1904004,405,ACRU,29.9887,2.06187,124.468,9.99,405,BELE,29.5847,0.798931,67.2063,7.3254867,405,BEPA,29.25,0.572397,57.8238,6.3027942,405,FAGR,28.1657,0.510927,77.7869,9.99,405,FRAM,29.9949,2.50279,154.134,9.99,405,PIAB,28.2243,1.2182,114.286,9.99,405,PIRE,29.9698,2.96778,205.628,9.99,405,PIST,29.964,2.98996,200.366,9.99,405,PRSE,29.6356,0.635384,96.99,9.99,405,QURU,29.5951,1.12787,101.409,9.99,405,TSCA,29.1227,2.12497,143.262,9.99
406,406,ACSA,29.9866,1.20263,122.961,9.99,406,BEAL,29.8599,0.67451,84.4505,9.2051045,406,ACRU,29.989,2.06187,124.88,9.99,406,BELE,29.5889,0.797783,67.3659,7.3428831,406,BEPA,29.2554,0.571056,57.938,6.315242,406,FAGR,28.1723,0.509352,77.8887,9.99,406,FRAM,29.995,2.50279,154.634,9.99,406,PIAB,28.2348,1.21624,114.529,9.99,406,PIRE,29.9704,2.96532,206.221,9.99,406,PIST,29.9647,2.98742,200.963,9.99,406,PRSE,29.6376,0.633563,97.1167,9.99,406,QURU,29.5989,1.12568,101.634,9.99,406,TSCA,29.1317,2.12497,143.687,9.99
407,407,ACSA,29.9868,1.20049,123.201,9.99,407,BEAL,29.8611,0.67355,84.5852,9.2197868,407,ACRU,29.9893,2.06187,125.292,9.99,407,BELE,29.593,0.79664,67.5252,7.3602468,407,BEPA,29.2607,0.569722,58.0519,6.3276571,407,FAGR,28.1788,0.507786,77.9903,9.99,407,FRAM,29.9952,2.50278,155.135,9.99,407,PIAB,28.2452,1.21429,114.772,9.99,407,PIRE,29.9709,2.96286,206.813,9.99,407,PIST,29.9654,2.98488,201.56,9.99,407,PRSE,29.6397,0.631753,97.243,9.99,407,QURU,29.6026,1.12351,101.859,9.99,407,TSCA,29.1406,2.12498,144.112,9.99
408,408,ACSA,29.987,1.19836,123.441,9.99,408,BEAL,29.8622,0.672594,84.7197,9.2344473,408,ACRU,29.9896,2.06187,125.705,9.99,408,BELE,29.5971,0.795501,67.6843,7.3775887,408,BEPA,29.266,0.568396,58.1656,6.3400504,408,FAGR,28.1853,0.506231,78.0915,9.99,408,FRAM,29.9953,2.50278,155.635,9.99,408,PIAB,28.2555,1.21235,115.015,9.99,408,PIRE,29.9715,2.96041,207.405,9.99,408,PIST,29.9661,2.98235,202.157,9.99,408,PRSE,29.6417,0.629954,97.369,9.99,408,QURU,29.6064,1.12134,102.083,9.99,408,TSCA,29.1495,2.12498,144.537,9.99
409,409,ACSA,29.9871,1.19624,123.68,9.99,409,BEAL,29.8634,0.671642,84.8541,9.2490969,409,ACRU,29.9898,2.06187,126.117,9.99,409,BELE,29.6011,0.794366,67.8432,7.3949088,409,BEPA,29.2712,0.567076,58.279,6.352411,409,FAGR,28.1918,0.504685,78.1925,9.99,409,FRAM,29.9954,2.50277,156.136,9.99,409,PIAB,28.2658,1.21041,115.257,9.99,409,PIRE,29.9721,2.95797,207.997,9.99,409,PIST,29.9667,2.97984,202.753,9.99,409,PRSE,29.6437,0.628165,97.4947,9.99,409,QURU,29.6101,1.11919,102.307,9.99,409,TSCA,29.1582,2.12498,144.962,9.99
410,410,ACSA,29.9873,1.19412,123.919,9.99,410,BEAL,29.8645,0.670693,84.9882,9.2637138,410,ACRU,29.9901,2.06187,126.53,9.99,410,BELE,29.605,0.793236,68.0018,7.4121962,410,BEPA,29.2764,0.565764,58.3922,6.3647498,410,FAGR,28.1982,0.503149,78.2931,9.99,410,FRAM,29.9956,2.50277,156.637,9.99,410,PIAB,28.2759,1.20849,115.499,9.99,410,PIRE,29.9726,2.95554,208.588,9.99,410,PIST,29.9674,2.97733,203.348,9.99,410,PRSE,29.6457,0.626387,97.6199,9.99,410,QURU,29.6137,1.11704,102.531,9.99,410,TSCA,29.1669,2.12498,145.387,9.99
411,411,ACSA,29.9875,1.19201,124.157,9.99,411,BEAL,29.8657,0.669747,85.1221,9.2783089,411,ACRU,29.9904,2.06187,126.942,9.99,411,BELE,29.609,0.792109,68.1603,7.4294727,411,BEPA,29.2816,0.564458,58.5051,6.3770559,411,FAGR,28.2046,0.501623,78.3934,9.99,411,FRAM,29.9957,2.50276,157.137,9.99,411,PIAB,28.286,1.20656,115.74,9.99,411,PIRE,29.9732,2.95311,209.179,9.99,411,PIST,29.968,2.97483,203.943,9.99,411,PRSE,29.6477,0.62462,97.7449,9.99,411,QURU,29.6173,1.11491,102.754,9.99,411,TSCA,29.1755,2.12498,145.812,9.99
412,412,ACSA,29.9877,1.18992,124.395,9.99,412,BEAL,29.8668,0.668805,85.2559,9.2928931,412,ACRU,29.9906,2.06187,127.354,9.99,412,BELE,29.6128,0.790987,68.3185,7.4467165,412,BEPA,29.2866,0.563159,58.6177,6.3893293,412,FAGR,28.2109,0.500106,78.4934,9.99,412,FRAM,29.9958,2.50275,157.638,9.99,412,PIAB,28.296,1.20465,115.981,9.99,412,PIRE,29.9737,2.9507,209.769,9.99,412,PIST,29.9687,2.97233,204.537,9.99,412,PRSE,29.6497,0.622863,97.8694,9.99,412,QURU,29.6209,1.11279,102.976,9.99,412,TSCA,29.184,2.12498,146.237,9.99
413,413,ACSA,29.9879,1.18783,124.633,9.99,413,BEAL,29.8679,0.667866,85.3895,9.3074555,413,ACRU,29.9909,2.06187,127.767,9.99,413,BELE,29.6167,0.78987,68.4764,7.4639276,413,BEPA,29.2917,0.561867,58.7301,6.4015809,413,FAGR,28.2172,0.498599,78.5932,9.99,413,FRAM,29.9959,2.50275,158.138,9.99,413,PIAB,28.306,1.20274,116.221,9.99,413,PIRE,29.9742,2.94829,210.359,9.99,413,PIST,29.9693,2.96985,205.131,9.99,413,PRSE,29.6517,0.621117,97.9936,9.99,413,QURU,29.6244,1.11067,103.198,9.99,413,TSCA,29.1923,2.12498,146.662,9.99
414,414,ACSA,29.9881,1.18575,124.87,9.99,414,BEAL,29.869,0.66693,85.5229,9.3219961,414,ACRU,29.9911,2.06187,128.179,9.99,414,BELE,29.6205,0.788756,68.6342,7.4811278,414,BEPA,29.2967,0.560582,58.8422,6.4137998,414,FAGR,28.2234,0.497102,78.6926,9.99,414,FRAM,29.996,2.50274,158.639,9.99,414,PIAB,28.3159,1.20084,116.461,9.99,414,PIRE,29.9747,2.94589,210.948,9.99,414,PIST,29.9699,2.96738,205.725,9.99,414,PRSE,29.6536,0.619381,98.1175,9.99,414,QURU,29.6279,1.10857,103.42,9.99,414,TSCA,29.2007,2.12498,147.087,9.99
415,415,ACSA,29.9882,1.18367,125.107,9.99,415,BEAL,29.8701,0.665998,85.6561,9.3365149,415,ACRU,29.9913,2.06187,128.591,9.99,415,BELE,29.6242,0.787647,68.7917,7.4982953,415,BEPA,29.3016,0.559304,58.954,6.425986,415,FAGR,28.2296,0.495614,78.7917,9.99,415,FRAM,29.9961,2.50274,159.139,9.99,415,PIAB,28.3257,1.19894,116.701,9.99,415,PIRE,29.9752,2.9435,211.536,9.99,415,PIST,29.9705,2.96491,206.318,9.99,415,PRSE,29.6555,0.617655,98.2411,9.99,415,QURU,29.6313,1.10648,103.641,9.99,415,TSCA,29.2089,2.12499,147.512,9.99
416,416,ACSA,29.9884,1.18161,125.343,9.99,416,BEAL,29.8712,0.665069,85.7891,9.3510119,416,ACRU,29.9915,2.06187,129.004,9.99,416,BELE,29.6279,0.786541,68.949,7.515441,416,BEPA,29.3065,0.558032,59.0656,6.4381504,416,FAGR,28.2358,0.494135,78.8905,9.99,416,FRAM,29.9962,2.50273,159.64,9.99,416,PIAB,28.3354,1.19706,116.941,9.99,416,PIRE,29.9757,2.94112,212.125,9.99,416,PIST,29.971,2.96246,206.91,9.99,416,PRSE,29.6574,0.615939,98.3642,9.99,416,QURU,29.6347,1.1044,103.862,9.99,416,TSCA,29.217,2.12499,147.937,9.99
417,417,ACSA,29.9886,1.17956,125.579,9.99,417,BEAL,29.8723,0.664143,85.9219,9.3654871,417,ACRU,29.9918,2.06187,129.416,9.99,417,BELE,29.6316,0.78544,69.1061,7.5325649,417,BEPA,29.3113,0.556767,59.177,6.450293,417,FAGR,28.2419,0.492665,78.9891,9.99,417,FRAM,29.9963,2.50273,160.14,9.99,417,PIAB,28.345,1.19517,117.18,9.99,417,PIRE,29.9761,2.93875,212.712,9.99,417,PIST,29.9716,2.96001,207.502,9.99,417,PRSE,29.6593,0.614233,98.4871,9.99,417,QURU,29.6381,1.10233,104.083,9.99,417,TSCA,29.2251,2.12499,148.362,9.99
418,418,ACSA,29.9887,1.17751,125.815,9.99,418,BEAL,29.8733,0.663221,86.0546,9.3799514,418,ACRU,29.992,2.06187,129.829,9.99,418,BELE,29.6352,0.784343,69.263,7.549667,418,BEPA,29.3161,0.555508,59.2881,6.4624029,418,FAGR,28.248,0.491205,79.0873,9.99,418,FRAM,29.9965,2.50272,160.641,9.99,418,PIAB,28.3546,1.1933,117.418,9.99,418,PIRE,29.9766,2.93638,213.3,9.99,418,PIST,29.9722,2.95757,208.094,9.99,418,PRSE,29.6612,0.612537,98.6096,9.99,418,QURU,29.6414,1.10026,104.303,9.99,418,TSCA,29.233,2.12499,148.787,9.99
419,419,ACSA,29.9889,1.17547,126.05,9.99,419,BEAL,29.8744,0.662301,86.187,9.394383,419,ACRU,29.9922,2.06187,130.241,9.99,419,BELE,29.6388,0.78325,69.4196,7.5667364,419,BEPA,29.3209,0.554256,59.399,6.474491,419,FAGR,28.2541,0.489753,79.1853,9.99,419,FRAM,29.9965,2.50272,161.142,9.99,419,PIAB,28.3641,1.19143,117.657,9.99,419,PIRE,29.977,2.93402,213.886,9.99,419,PIST,29.9727,2.95514,208.685,9.99,419,PRSE,29.663,0.610851,98.7318,9.99,419,QURU,29.6447,1.09821,104.522,9.99,419,TSCA,29.2409,2.12499,149.212,9.99
420,420,ACSA,29.9891,1.17344,126.284,9.99,420,BEAL,29.8754,0.661385,86.3193,9.4088037,420,ACRU,29.9924,2.06187,130.653,9.99,420,BELE,29.6423,0.782161,69.5761,7.5837949,420,BEPA,29.3256,0.553011,59.5096,6.4865464,420,FAGR,28.2601,0.48831,79.2829,9.99,420,FRAM,29.9966,2.50271,161.642,9.99,420,PIAB,28.3736,1.18957,117.895,9.99,420,PIRE,29.9775,2.93167,214.473,9.99,420,PIST,29.9732,2.95272,209.275,9.99,420,PRSE,29.6649,0.609175,98.8536,9.99,420,QURU,29.648,1.09617,104.742,9.99,420,TSCA,29.2487,2.12499,149.637,9.99
421,421,ACSA,29.9892,1.17142,126.519,9.99,421,BEAL,29.8765,0.660472,86.4514,9.4232026,421,ACRU,29.9926,2.06187,131.066,9.99,421,BELE,29.6458,0.781077,69.7323,7.6008207,421,BEPA,29.3303,0.551772,59.6199,6.4985691,421,FAGR,28.2661,0.486876,79.3803,9.99,421,FRAM,29.9967,2.5027,162.143,9.99,421,PIAB,28.3829,1.18771,118.132,9.99,421,PIRE,29.9779,2.92933,215.059,9.99,421,PIST,29.9738,2.9503,209.865,9.99,421,PRSE,29.6667,0.607509,98.9751,9.99,421,QURU,29.6512,1.09414,104.96,9.99,421,TSCA,29.2565,2.12499,150.062,9.99
422,422,ACSA,29.9894,1.1694,126.753,9.99,422,BEAL,29.8775,0.659563,86.5833,9.4375797,422,ACRU,29.9928,2.06187,131.478,9.99,422,BELE,29.6493,0.779996,69.8883,7.6178247,422,BEPA,29.3349,0.550539,59.73,6.51057,422,FAGR,28.272,0.485451,79.4774,9.99,422,FRAM,29.9968,2.5027,162.643,9.99,422,PIAB,28.3923,1.18586,118.369,9.99,422,PIRE,29.9784,2.92699,215.644,9.99,422,PIST,29.9743,2.9479,210.455,9.99,422,PRSE,29.6685,0.605852,99.0963,9.99,422,QURU,29.6544,1.09212,105.179,9.99,422,TSCA,29.2641,2.12499,150.487,9.99
423,423,ACSA,29.9895,1.1674,126.986,9.99,423,BEAL,29.8785,0.658656,86.715,9.451935,423,ACRU,29.9929,2.06187,131.89,9.99,423,BELE,29.6527,0.778919,70.0441,7.6348069,423,BEPA,29.3395,0.549313,59.8399,6.5225491,423,FAGR,28.2779,0.484034,79.5742,9.99,423,FRAM,29.9969,2.50269,163.144,9.99,423,PIAB,28.4015,1.18402,118.606,9.99,423,PIRE,29.9788,2.92467,216.229,9.99,423,PIST,29.9748,2.9455,211.044,9.99,423,PRSE,29.6703,0.604204,99.2171,9.99,423,QURU,29.6575,1.09011,105.397,9.99,423,TSCA,29.2717,2.12499,150.912,9.99
424,424,ACSA,29.9897,1.1654,127.219,9.99,424,BEAL,29.8795,0.657753,86.8466,9.4662794,424,ACRU,29.9931,2.06187,132.303,9.99,424,BELE,29.6561,0.777846,70.1996,7.6517564,424,BEPA,29.344,0.548092,59.9495,6.5344955,424,FAGR,28.2838,0.482627,79.6707,9.99,424,FRAM,29.997,2.50269,163.644,9.99,424,PIAB,28.4107,1.18219,118.843,9.99,424,PIRE,29.9792,2.92235,216.813,9.99,424,PIST,29.9753,2.94311,211.633,9.99,424,PRSE,29.6721,0.602566,99.3376,9.99,424,QURU,29.6606,1.0881,105.614,9.99,424,TSCA,29.2792,2.12499,151.337,9.99
425,425,ACSA,29.9898,1.16341,127.452,9.99,425,BEAL,29.8805,0.656853,86.978,9.480602,425,ACRU,29.9933,2.06187,132.715,9.99,425,BELE,29.6595,0.776777,70.355,7.668695,425,BEPA,29.3486,0.546878,60.0589,6.5464201,425,FAGR,28.2896,0.481227,79.767,9.99,425,FRAM,29.9971,2.50268,164.145,9.99,425,PIAB,28.4198,1.18036,119.079,9.99,425,PIRE,29.9796,2.92004,217.397,9.99,425,PIST,29.9757,2.94073,212.221,9.99,425,PRSE,29.6739,0.600938,99.4578,9.99,425,QURU,29.6637,1.08611,105.832,9.99,425,TSCA,29.2866,2.125,151.762,9.99
426,426,ACSA,29.99,1.16143,127.684,9.99,426,BEAL,29.8815,0.655956,87.1091,9.4948919,426,ACRU,29.9935,2.06187,133.128,9.99,426,BELE,29.6628,0.775712,70.5101,7.6856009,426,BEPA,29.353,0.545671,60.168,6.558312,426,FAGR,28.2954,0.479836,79.8629,9.99,426,FRAM,29.9972,2.50268,164.645,9.99,426,PIAB,28.4288,1.17853,119.314,9.99,426,PIRE,29.98,2.91774,217.981,9.99,426,PIST,29.9762,2.93836,212.809,9.99,426,PRSE,29.6756,0.599318,99.5777,9.99,426,QURU,29.6668,1.08413,106.049,9.99,426,TSCA,29.2939,2.125,152.187,9.99
427,427,ACSA,29.9901,1.15945,127.916,9.99,427,BEAL,29.8825,0.655062,87.2402,9.5091818,427,ACRU,29.9936,2.06187,133.54,9.99,427,BELE,29.666,0.774651,70.6651,7.7024959,427,BEPA,29.3574,0.544469,60.2769,6.5701821,427,FAGR,28.3012,0.478454,79.9586,9.99,427,FRAM,29.9972,2.50267,165.146,9.99,427,PIAB,28.4378,1.17672,119.55,9.99,427,PIRE,29.9804,2.91544,218.564,9.99,427,PIST,29.9767,2.93599,213.396,9.99,427,PRSE,29.6774,0.597708,99.6972,9.99,427,QURU,29.6698,1.08215,106.265,9.99,427,TSCA,29.3012,2.125,152.612,9.99
428,428,ACSA,29.9903,1.15749,128.147,9.99,428,BEAL,29.8834,0.654171,87.371,9.523439,428,ACRU,29.9938,2.06187,133.952,9.99,428,BELE,29.6693,0.773594,70.8198,7.7193582,428,BEPA,29.3618,0.543273,60.3856,6.5820304,428,FAGR,28.3069,0.47708,80.054,9.99,428,FRAM,29.9973,2.50267,165.646,9.99,428,PIAB,28.4467,1.1749,119.785,9.99,428,PIRE,29.9807,2.91315,219.147,9.99,428,PIST,29.9771,2.93364,213.983,9.99,428,PRSE,29.6791,0.596107,99.8164,9.99,428,QURU,29.6728,1.08019,106.481,9.99,428,TSCA,29.3084,2.125,153.037,9.99
429,429,ACSA,29.9904,1.15553,128.379,9.99,429,BEAL,29.8844,0.653283,87.5016,9.5376744,429,ACRU,29.994,2.06187,134.365,9.99,429,BELE,29.6725,0.77254,70.9743,7.7361987,429,BEPA,29.3662,0.542084,60.494,6.593846,429,FAGR,28.3126,0.475714,80.1492,9.99,429,FRAM,29.9974,2.50266,166.147,9.99,429,PIAB,28.4555,1.1731,120.019,9.99,429,PIRE,29.9811,2.91087,219.729,9.99,429,PIST,29.9776,2.93129,214.569,9.99,429,PRSE,29.6808,0.594515,99.9353,9.99,429,QURU,29.6757,1.07823,106.697,9.99,429,TSCA,29.3155,2.125,153.462,9.99
430,430,ACSA,29.9905,1.15358,128.609,9.99,430,BEAL,29.8853,0.652399,87.6321,9.5518989,430,ACRU,29.9941,2.06187,134.777,9.99,430,BELE,29.6757,0.771491,71.1286,7.7530174,430,BEPA,29.3705,0.5409,60.6022,6.6056398,430,FAGR,28.3182,0.474356,80.2441,9.99,430,FRAM,29.9975,2.50265,166.647,9.99,430,PIAB,28.4643,1.1713,120.254,9.99,430,PIRE,29.9815,2.9086,220.311,9.99,430,PIST,29.978,2.92895,215.155,9.99,430,PRSE,29.6825,0.592932,100.054,9.99,430,QURU,29.6786,1.07628,106.912,9.99,430,TSCA,29.3226,2.125,153.887,9.99
431,431,ACSA,29.9907,1.15163,128.84,9.99,431,BEAL,29.8863,0.651517,87.7624,9.5661016,431,ACRU,29.9943,2.06187,135.189,9.99,431,BELE,29.6788,0.770445,71.2827,7.7698143,431,BEPA,29.3747,0.539723,60.7101,6.6174009,431,FAGR,28.3238,0.473006,80.3387,9.99,431,FRAM,29.9975,2.50265,167.148,9.99,431,PIAB,28.473,1.16951,120.487,9.99,431,PIRE,29.9818,2.90633,220.892,9.99,431,PIST,29.9784,2.92661,215.74,9.99,431,PRSE,29.6842,0.591358,100.172,9.99,431,QURU,29.6815,1.07435,107.127,9.99,431,TSCA,29.3295,2.125,154.312,9.99
432,432,ACSA,29.9908,1.1497,129.07,9.99,432,BEAL,29.8872,0.650638,87.8925,9.5802825,432,ACRU,29.9944,2.06187,135.602,9.99,432,BELE,29.6819,0.769403,71.4365,7.7865785,432,BEPA,29.379,0.538551,60.8178,6.6291402,432,FAGR,28.3294,0.471664,80.433,9.99,432,FRAM,29.9976,2.50264,167.648,9.99,432,PIAB,28.4817,1.16772,120.721,9.99,432,PIRE,29.9822,2.90407,221.473,9.99,432,PIST,29.9788,2.92429,216.325,9.99,432,PRSE,29.6859,0.589792,100.29,9.99,432,QURU,29.6844,1.07242,107.341,9.99,432,TSCA,29.3364,2.125,154.737,9.99
433,433,ACSA,29.9909,1.14777,129.299,9.99,433,BEAL,29.8881,0.649762,88.0225,9.5944525,433,ACRU,29.9946,2.06187,136.014,9.99,433,BELE,29.685,0.768365,71.5902,7.8033318,433,BEPA,29.3832,0.537385,60.9253,6.6408577,433,FAGR,28.3349,0.47033,80.5271,9.99,433,FRAM,29.9977,2.50264,168.149,9.99,433,PIAB,28.4903,1.16594,120.954,9.99,433,PIRE,29.9825,2.90182,222.053,9.99,433,PIST,29.9792,2.92197,216.909,9.99,433,PRSE,29.6875,0.588235,100.408,9.99,433,QURU,29.6872,1.0705,107.555,9.99,433,TSCA,29.3433,2.125,155.162,9.99
434,434,ACSA,29.9911,1.14585,129.528,9.99,434,BEAL,29.889,0.64889,88.1523,9.6086007,434,ACRU,29.9947,2.06186,136.426,9.99,434,BELE,29.688,0.76733,71.7437,7.8200633,434,BEPA,29.3873,0.536225,61.0325,6.6525425,434,FAGR,28.3404,0.469004,80.6209,9.99,434,FRAM,29.9977,2.50263,168.65,9.99,434,PIAB,28.4988,1.16417,121.187,9.99,434,PIRE,29.9829,2.89958,222.633,9.99,434,PIST,29.9796,2.91966,217.493,9.99,434,PRSE,29.6892,0.586687,100.525,9.99,434,QURU,29.69,1.06859,107.769,9.99,434,TSCA,29.35,2.125,155.587,9.99
435,435,ACSA,29.9912,1.14394,129.757,9.99,435,BEAL,29.8899,0.64802,88.2819,9.6227271,435,ACRU,29.9948,2.06186,136.839,9.99,435,BELE,29.691,0.766299,71.8969,7.8367621,435,BEPA,29.3914,0.53507,61.1396,6.6642164,435,FAGR,28.3459,0.467686,80.7144,9.99,435,FRAM,29.9978,2.50263,169.15,9.99,435,PIAB,28.5073,1.1624,121.419,9.99,435,PIRE,29.9832,2.89734,223.212,9.99,435,PIST,29.98,2.91736,218.077,9.99,435,PRSE,29.6908,0.585148,100.642,9.99,435,QURU,29.6928,1.06669,107.982,9.99,435,TSCA,29.3567,2.12501,156.012,9.99
436,436,ACSA,29.9913,1.14203,129.985,9.99,436,BEAL,29.8908,0.647153,88.4113,9.6368317,436,ACRU,29.995,2.06186,137.251,9.99,436,BELE,29.6939,0.765272,72.05,7.85345,436,BEPA,29.3955,0.533922,61.2463,6.6758467,436,FAGR,28.3514,0.466376,80.8077,9.99,436,FRAM,29.9979,2.50262,169.651,9.99,436,PIAB,28.5157,1.16064,121.652,9.99,436,PIRE,29.9835,2.89511,223.791,9.99,436,PIST,29.9804,2.91506,218.66,9.99,436,PRSE,29.6924,0.583617,100.759,9.99,436,QURU,29.6955,1.06479,108.195,9.99,436,TSCA,29.3633,2.12501,156.437,9.99
437,437,ACSA,29.9914,1.14013,130.213,9.99,437,BEAL,29.8917,0.646289,88.5406,9.6509254,437,ACRU,29.9951,2.06186,137.664,9.99,437,BELE,29.6969,0.764249,72.2028,7.8701052,437,BEPA,29.3996,0.532779,61.3529,6.6874661,437,FAGR,28.3568,0.465073,80.9007,9.99,437,FRAM,29.9979,2.50262,170.151,9.99,437,PIAB,28.524,1.15889,121.883,9.99,437,PIRE,29.9838,2.89289,224.37,9.99,437,PIST,29.9808,2.91278,219.242,9.99,437,PRSE,29.694,0.582095,100.875,9.99,437,QURU,29.6982,1.06291,108.408,9.99,437,TSCA,29.3699,2.12501,156.862,9.99
438,438,ACSA,29.9916,1.13824,130.441,9.99,438,BEAL,29.8926,0.645428,88.6697,9.6649973,438,ACRU,29.9952,2.06186,138.076,9.99,438,BELE,29.6998,0.763229,72.3555,7.8867495,438,BEPA,29.4036,0.531641,61.4592,6.6990528,438,FAGR,28.3621,0.463778,80.9934,9.99,438,FRAM,29.998,2.50261,170.652,9.99,438,PIAB,28.5323,1.15714,122.115,9.99,438,PIRE,29.9841,2.89068,224.948,9.99,438,PIST,29.9812,2.9105,219.824,9.99,438,PRSE,29.6956,0.58058,100.991,9.99,438,QURU,29.7009,1.06103,108.62,9.99,438,TSCA,29.3764,2.12501,157.287,9.99
439,439,ACSA,29.9917,1.13636,130.668,9.99,439,BEAL,29.8935,0.64457,88.7986,9.6790474,439,ACRU,29.9953,2.06186,138.488,9.99,439,BELE,29.7027,0.762213,72.5079,7.9033611,439,BEPA,29.4075,0.530509,61.5653,6.7106177,439,FAGR,28.3675,0.46249,81.0859,9.99,439,FRAM,29.998,2.50261,171.152,9.99,439,PIAB,28.5405,1.15539,122.346,9.99,439,PIRE,29.9844,2.88847,225.526,9.99,439,PIST,29.9815,2.90823,220.406,9.99,439,PRSE,29.6972,0.579075,101.107,9.99,439,QURU,29.7035,1.05917,108.832,9.99,439,TSCA,29.3828,2.12501,157.712,9.99
